spatial_node_id,latitude,longitude,police_station,address
249.0,13.013604466666665,77.56737166666666,Sadashivanagar,"CV Raman Road, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)"
251.0,13.0982087,77.5712693,Yelahanka,"Yelahanka Road, Nagarjuna Aster Park, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)"
253.0,12.96033281111111,77.50448983333334,Jnanabharathi,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)"
256.0,12.948512166666667,77.59338713333334,Wilson Garden,"Hosur Road, Dr Ambedkar Social Welfare Association, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
257.0,12.9280773,77.54613511428572,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Sterling Terraces Apartment, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
258.0,12.9666879,77.5047409,Jnanabharathi,"60 Feet Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
259.0,13.01002855,77.59054755,R.T. Nagar,"Jayamahal Main Road, Vasanth Enclave, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
260.0,12.959287071428573,77.65509271428571,Jeevanbheemanagar,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)"
261.0,13.039639805,77.64146074,Hennuru,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)"
262.0,12.9392078,77.5800529,Basavanagudi,"RV Road, Parasmani Regency, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
263.0,12.9435587,77.5799456,Basavanagudi,"RV Road, Teachers College Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
264.0,13.0089304,77.5489327,Malleshwaram,"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
265.0,12.9480814,77.57360729999999,Basavanagudi,"Vanivilas Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
267.0,12.976662773913043,77.58616824347826,Halasuru Gate,"Palace Road, Gandhi Nagar 1, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
268.0,12.91597505,77.56988645,Banashankari,"9th Main Road, PSTI Quarters, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)"
270.0,12.9592882,77.5229864,Byatarayanapura,"4th Cross Road, Jyothi Nagar, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)"
271.0,13.0390952,77.7400294,K.R. Pura,"Cheemasandra Main Road, Bren Starlight, Virgonagar, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)"
277.0,12.966015725,77.625186525,Halasur,"Cambridge Road, Nanavali Dargah, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
278.0,12.9063647,77.5797301,J.P. Nagar,"Dr Rajkumar Puniya Bhoomi Road, Saraki Garden, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)"
279.0,12.9278187,77.600452,Mico Layout,"Bannerghatta Main Road, Sagar Apollo Junction, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)"
280.0,12.9782935,77.5436533,Vijayanagara,"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
283.0,13.002189166666668,77.67950313333334,K.R. Pura,"MBT Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
286.0,13.0757816,77.5904347,Yelahanka,"1st Main Road, Century Horizon, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)"
287.0,13.089894999999999,77.596384125,Yelahanka,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
288.0,12.971761796666668,77.60680992666666,Ashok Nagar,"Field Marshal KM Cariappa Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)"
289.0,12.913167300000001,77.55893395000001,K.S. Layout,"Subramanyapura Main Road, Muneshwara Nagar, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)"
290.0,12.986273766666665,77.64782306666666,Jeevanbheemanagar,"Suranjan Das Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)"
291.0,12.953536564285715,77.70046267142857,HAL Old Airport,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
292.0,12.9289423,77.6179915,Adugodi,"1st Cross Road, St Johns National Academy of Health Sciences, John Nagar, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
293.0,12.9343033,77.62982579999999,Adugodi,"Srinivagilu Main Road, Maharaja Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
295.0,13.041323890000001,77.62205218,Hennuru,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
300.0,13.030281,77.585662,Kodigehalli,"Bellary Road, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
303.0,12.9217342,77.580465,Jayanagara,"38th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
305.0,12.953733799999998,77.50063495,Jnanabharathi,"Kengeri Main Road, Jnana Jyothi Nagar, Bengaluru, Karnataka. Pin-560056 (India)"
307.0,12.96001875,77.641558,Halasur,"Domlur Inner Ring Road, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560071 (India)"
310.0,13.2572903,77.7127351,Devanahalli Airport,"Devanahalli Bypass, Sri Kanakadasa Circle, Devanahalli, Karnataka. Pin-562110 (India)"
311.0,12.9462817,77.6072168,Adugodi,"Hosur Road, National Institute of Animal Nutrition and Physiology, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)"
316.0,12.901777633333333,77.60115543333335,Mico Layout,"Bannerghatta Main Road, Bilekahalli Junction, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
317.0,12.982251775,77.59405265,Cubbon Park,"Cubbon Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
319.0,13.095584699999998,77.59461306666667,Yelahanka,"SH 9, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
320.0,13.0879383,77.5940317,Yelahanka,"Allalasandra Main Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
321.0,12.973148509999998,77.698674906,HAL Old Airport,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)"
323.0,13.125300833333334,77.61245129999999,Yelahanka,"Bengaluru Bellary Road, Uday Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
324.0,12.967821666666666,77.59151496666667,Halasuru Gate,"1st Cross Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
327.0,12.97559542,77.55300661999999,Magadi Road,"80 Feet Ring Road, Prasanna Theatre Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
328.0,12.9875809,77.619241,Pulikeshinagar(F.Town),"Assayee Road, Meanee Avenue Layout, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
330.0,12.940721,77.5737328,Basavanagudi,"KR Main Road, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
332.0,12.984073892307693,77.64116781538462,Jeevanbheemanagar,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)"
333.0,12.985779475,77.52655437499999,Kamakshipalya,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
337.0,13.0471107,77.50117798888888,Peenya,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)"
338.0,12.9560094,77.7279445,Whitefield,"HAL Airport Road, Parimala Sunridge, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)"
339.0,12.8883535,77.5620501,Thalagattapura,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)"
342.0,13.1312897,77.615127,Yelahanka,"Bengaluru Bellary Road, Ecopolis, Yelahanka, Bengaluru, Karnataka. Pin-560063 (India)"
343.0,13.0454625,77.5020864,Peenya,"Nagasandra Layout Main Road, Arvind Oasis, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)"
344.0,12.996133366666667,77.59596093333333,R.T. Nagar,"Jayamahal Main Road, Joynagar, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)"
346.0,13.044785,77.6266483,Hennuru,"Thanisandra Main Road, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)"
347.0,12.9796714,77.58155719999999,Upparpet,"Seshadri Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
348.0,13.00360015,77.7570214,Mahadevapura,"Whitefield Main Road, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)"
349.0,12.9775418,77.5742287,Upparpet,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
351.0,12.9011982,77.5443666,K.S. Layout,"Subramanyapura Main Road, Muniswamy Naidu Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
352.0,12.971497,77.6581488,Jeevanbheemanagar,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)"
354.0,12.955440888888889,77.59195154444444,Wilson Garden,"KH Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
357.0,12.95808605,77.60603865,Ashok Nagar,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)"
360.0,13.0167508,77.7036194,K.R. Pura,"MBT Road, Jai Bhuvaneshwari Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
363.0,12.955797266666666,77.71726055666666,Whitefield,"HAL Airport Road, DSR Vertex Apex, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)"
365.0,13.020905249999998,77.71120325000001,K.R. Pura,"MBT Road, Pride Euphora, Hosabasavanapura, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)"
366.0,13.190604299999999,77.6457613,Chikkajala,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)"
367.0,12.9774516,77.580309,Upparpet,"1st Main Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
368.0,13.08474659090909,77.5940453090909,Yelahanka,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
369.0,12.9873868,77.4925369,Kamakshipalya,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)"
372.0,12.986746155555556,77.57986427777777,High ground,"Kumar Krupa Road, Dr Hardikar Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)"
374.0,12.901769,77.7072031,Whitefield,"Sarjapura Main Road, Suncity Gloria, Carmelaram, Bengaluru, Karnataka. Pin-560035 (India)"
375.0,12.9842607,77.6002114,Shivajinagar,"Casuarina Street, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
379.0,12.890117620000002,77.56406770000001,K.S. Layout,"Amruth Nagar Main Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)"
380.0,12.99556235,77.55064775,Vijayanagara,"Chord Road, Basava Mantapa Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
383.0,12.95960345,77.70136554999999,HAL Old Airport,"Marathahalli Underpass, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
384.0,12.92528333,77.55012259142858,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
385.0,13.0036733,77.6631733,Banaswadi,"MBT Road, Vedantha, Kamalamma Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
386.0,13.051243,77.5079024,Chikkabanavara,"Hesaraghatta Main Road, Bhuvaneshwari Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
387.0,12.9163992,77.6343214,HSR Layout,"Outer Ring Road, Sai Nandana Residency, Teachers Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
388.0,13.009780849999999,77.50590919999999,Peenya,"1st Cross Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
390.0,13.021643666666668,77.5325006,Rajajinagar,"Dr Rajkumar Puniya Bhoomi Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
391.0,12.976413059999999,77.59898416,Cubbon Park,"Kasturba Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
393.0,12.962834535714284,77.59503626428571,Halasuru Gate,"Lal Bagh Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
396.0,12.9330433,77.6117417,Madiwala,"Hosur Road, Salarpuria Tower, Adugodi, Bengaluru, Karnataka. Pin-560095 (India)"
397.0,13.019891766666667,77.65278413333333,Banaswadi,"5th A Cross Road, CMR Colony, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)"
399.0,12.9840583,77.5490758,Magadi Road,"Chord Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
400.0,12.929174249999999,77.61603875,Adugodi,"Hosur Road, Sarjapur Road Check Post Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
401.0,13.0702135,77.5650728,Yelahanka,"Thindlu Main Road, Thindlu, Bengaluru, Karnataka. Pin-560097 (India)"
402.0,12.974047466666667,77.6109545,Ashok Nagar,"Mahatma Gandhi Road, Mayo Hall Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
403.0,12.91613465,77.63281965,HSR Layout,"13th Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
406.0,12.898813933333335,77.60052816666666,Mico Layout,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)"
407.0,12.966759533333333,77.59505048333334,Halasuru Gate,"Raja Ram Mohan Roy Road, SKAV 909, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
409.0,12.93543875,77.6918627,HAL Old Airport,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
410.0,13.19304,77.6503512,Chikkajala,"Sadahalli Toll Plaza, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)"
414.0,12.982244399999999,77.56703735,Sheshadripuram,"Old Mysore Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)"
415.0,12.957054,77.567463,V.V.Puram (C.Pet),"Bull Temple Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
419.0,13.029339883333334,77.63119918333334,K.G. Halli,"MBT Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
425.0,12.9665363,77.5443086,Vijayanagara,"1st A Main Road, Binny Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560040 (India)"
426.0,13.0209014,77.5287807,Rajajinagar,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)"
428.0,13.023860399999998,77.71627389999999,K.R. Pura,"MBT Road, MC Sarovar Apartment, Sidhappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)"
432.0,12.8980183,77.626445,Madiwala,"Begur Main Road, Krishna Reddy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)"
434.0,13.013191658333334,77.69962642166666,K.R. Pura,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)"
437.0,12.984652966666665,77.5723629,Sheshadripuram,"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)"
438.0,12.956139725,77.694149,HAL Old Airport,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
440.0,12.9709641,77.6051356,Ashok Nagar,"Field Marshal KM Cariappa Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)"
441.0,13.0000768,77.5996972,R.T. Nagar,"VP Deenadayalu Naidu Road, Binny Crescent Apartments, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)"
443.0,12.8860621,77.641471,Hulimavu,"Hosur Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
444.0,12.934605375,77.609804275,Madiwala,"Hosur Road, Bhuvanappa Layout, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)"
445.0,12.890167966666667,77.59804756666666,Mico Layout,"Bannerghatta Main Road, Arekere Gate Junction, Arakere, Bengaluru, Karnataka. Pin-560076 (India)"
447.0,12.9857398,77.479266,Kamakshipalya,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
449.0,13.1816817,77.6939433,Chikkajala,"SH 104, Mylanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
450.0,13.1090517,77.580184,Yelahanka,"Doddaballapur Main Road, Pavani Residency, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
451.0,12.95713835,77.56971817,V.V.Puram (C.Pet),"5th Main Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
452.0,12.9786434,77.51536645,Jnanabharathi,"11th Cross Road, Malagala Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
454.0,12.9423002,77.6026128,Adugodi,"Bannerghatta Main Road, Gupta Layout, Lakkasandra, Bengaluru, Karnataka. Pin-560030 (India)"
455.0,12.98066,77.5973363,Cubbon Park,"Queens Road, Coffee Board Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
460.0,13.0663358,77.6406856,Hennuru,"K Narayanapura Main Road, Gowdas Sri A Hanumanthagowda Circle, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
462.0,12.8743224,77.5410921,Thalagattapura,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)"
463.0,13.0098119,77.5710695,Sadashivanagar,"Sankey Road, Gokak Chaluvali Smaranartha Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
464.0,13.025746,77.5210641,Peenya,"100 Feet Road, SBM Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
465.0,12.98001925,77.59278470000001,Cubbon Park,"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
469.0,12.951808833333333,77.59014546666667,Wilson Garden,"Hosur Road, Kengal Hanumanthaiah Circle, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
471.0,13.03328845,77.5409935,Yeshwanthpura,"Outer Ring Road, Jain Heights Revanta, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
472.0,13.106664199999999,77.60158507142856,Yelahanka,"Bellary Road, Krishnaja Avenue, Maruthi Nagar, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)"
473.0,12.9568439,77.6751699,HAL Old Airport,"Old Airport Road, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)"
474.0,13.1209019,77.5763685,Yelahanka,"Doddaballapur Main Road, Veracious Vani Vilas, Residential Quarters, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
475.0,12.98321975,77.53057195,Kamakshipalya,"5th Main Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
477.0,12.93162625,77.68688159999999,HAL Old Airport,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)"
479.0,13.0005948,77.6200809,Pulikeshinagar(F.Town),"Pottery Road, Pottery Road CHS, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)"
480.0,12.9879048,77.7338598,Mahadevapura,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
481.0,12.94258936,77.69743989999999,HAL Old Airport,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
484.0,13.020861806666666,77.55209934,Yeshwanthpura,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
485.0,13.0539229,77.5309493,Jalahalli,"SM Road, Subroto Enclave, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)"
488.0,12.922481025,77.6692153,Bellandur,"Outer Ring Road, Sobha Hibiscus, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
489.0,13.04365055,77.60256795000001,Hebbala,"MBT Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
492.0,12.990181100000001,77.58864845,High ground,"Palace Loop Cross Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
496.0,12.9566317,77.7090983,HAL Old Airport,"Marathahalli Bridge Service Road, Purva Riviera, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
498.0,13.0052863,77.6851501,K.R. Pura,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
499.0,13.102164766666666,77.58635163333334,Yelahanka,"Dodda Ballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
500.0,13.176439133333332,77.63604303333334,Chikkajala,"1st Main Road, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)"
502.0,13.053986660000001,77.6463837,Hennuru,"Hennur Main Road, Atel Munishamappa Garden, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
503.0,12.97526775,77.6069549,Cubbon Park,"Mahatma Gandhi Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
504.0,13.09973645,77.588852,Yelahanka,"16th A Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
505.0,12.9240053,77.6726147,Bellandur,"Outer Ring Road, Kristal Jade, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
506.0,12.93802135,77.55726585,Basavanagudi,"10th Main Road, Sri Srinivasa Nagar Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
508.0,13.0002572,77.6109204,Pulikeshinagar(F.Town),"Netaji Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
510.0,13.0236136,77.599707,R.T. Nagar,"Dinnur Main Road, White House Apartment, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
511.0,12.9750333,77.5855417,Halasuru Gate,"Dr Ambedkar Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
513.0,13.02650145,77.7208116,K.R. Pura,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)"
519.0,12.988124466666667,77.57742303333333,Sheshadripuram,"Harekrishna Road, Tele Communication Employees Cooperative Society Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
521.0,12.9098753,77.54994617,K.S. Layout,"Uttarahalli Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)"
523.0,13.08046535,77.5928894,Yelahanka,"Bellary Road, NCC Urban Windsor, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)"
524.0,13.0041761,77.5537173,Malleshwaram,"80 Feet Ring Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
525.0,13.0514702,77.5942456,Hebbala,"Bellary Road, Kirloskar Business Park, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
526.0,12.927666799999999,77.62098466666667,Adugodi,"Domlur Inner Ring Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
528.0,12.965429366666667,77.61757523333334,Halasur,"Lower Agaram Road, Lower Agaram Junction, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)"
529.0,13.0292483,77.5709898,Sadashivanagar,"Padmasri CK Venkata Ramaiah Road, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
530.0,12.9077387,77.5857106,J.P. Nagar,"24th Main Road, Jeevan Surabhi Flats, Jeevan Sathi Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)"
531.0,13.0429853,77.5121761,Peenya,"Mumbai Bengaluru Highway, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
535.0,12.9320791,77.5414884,Banashankari,"Dr Rajkumar Puniya Bhoomi Road, Phase 2 Block 7, Hosakerehalli, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
538.0,13.0357448,77.7353443,K.R. Pura,"Rampura Main Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)"
540.0,13.1834435,77.6797495,Chikkajala,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)"
542.0,13.03637945,77.5248263,Peenya,"Mumbai Bengaluru Highway, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
546.0,12.993407333333332,77.59554903333333,High ground,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
547.0,13.1007263,77.5822978,Yelahanka,"Yelahanka New Town Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)"
548.0,13.00764705,77.66239815,Banaswadi,"4th B Cross Road, Jala, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)"
550.0,13.04625027,77.591725,Hebbala,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
553.0,12.912172088333334,77.48542122333333,Kengeri,"2nd Main Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)"
555.0,12.9730365,77.53826140000001,Vijayanagara,"8th Main Road, Govindaraja Nagara Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
556.0,13.0031856,77.6817413,K.R. Pura,"MBT Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)"
557.0,12.9938878,77.5891555,High ground,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
559.0,12.912232525,77.5672125,K.S. Layout,"Kadirenahalli Cross Road, Eshwara Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)"
561.0,13.01378415,77.6621183,Banaswadi,"MBT Road, Keerthi Royal, Oble Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)"
